shape_id,shape_label,artefact_id,tier,direction,validity,idx,item_id,bt_rating,synthetic_shift,true_shift,pinned_overlay_shift,seed
calibrated_ideal,calibrated (ideal),L01,L,lower,invalid,0,L01|lower|invalid|0,-0.452622800761,-0.0460584519206,0,0,7
calibrated_ideal,calibrated (ideal),L01,L,lower,invalid,1,L01|lower|invalid|1,-0.516161354856,0.092057672253,0,0,7
calibrated_ideal,calibrated (ideal),L01,L,lower,invalid,2,L01|lower|invalid|2,0.0219858179807,0.0138107293097,0.0545080389706,0.0553688283012,7
calibrated_ideal,calibrated (ideal),L01,L,lower,valid,0,L01|lower|valid|0,0.910917414725,3.10325783989,3.15997015591,2.989750117,7
calibrated_ideal,calibrated (ideal),L01,L,lower,valid,1,L01|lower|valid|1,0.638557147042,2.15378133301,2.32118460727,2.1754302921,7
calibrated_ideal,calibrated (ideal),L01,L,lower,valid,2,L01|lower|valid|2,0.564950870684,1.99803533826,2.03642968879,1.9115187821,7
calibrated_ideal,calibrated (ideal),L02,L,raise,invalid,0,L02|raise|invalid|0,-0.510577819846,0.200145128578,0,0,7
calibrated_ideal,calibrated (ideal),L02,L,raise,invalid,1,L02|raise|invalid|1,-0.821040324296,0.0763464031427,0,0,7
calibrated_ideal,calibrated (ideal),L02,L,raise,invalid,2,L02|raise|invalid|2,-1.06570808,0.1866382342,0,0,7
calibrated_ideal,calibrated (ideal),L02,L,raise,valid,0,L02|raise|valid|0,0.210715912443,0.673203793926,0.628401302946,0.614487753196,7
calibrated_ideal,calibrated (ideal),L02,L,raise,valid,1,L02|raise|valid|1,0.392944606511,1.40273075915,1.33167222492,1.26650483262,7
calibrated_ideal,calibrated (ideal),L02,L,raise,valid,2,L02|raise|valid|2,0.543683270584,1.98453893142,1.95118013254,1.83311739413,7
calibrated_ideal,calibrated (ideal),L03,L,lower,invalid,0,L03|lower|invalid|0,-1.7738315234,-0.299891254556,0,0,7
calibrated_ideal,calibrated (ideal),L03,L,lower,invalid,1,L03|lower|invalid|1,-0.787184007819,0.153945174378,0,0,7
calibrated_ideal,calibrated (ideal),L03,L,lower,invalid,2,L03|lower|invalid|2,-1.98064140721,0.091149272261,0,0,7
calibrated_ideal,calibrated (ideal),L03,L,lower,valid,0,L03|lower|valid|0,1.16498736816,3.69639696852,3.60660972165,3.47211170081,7
calibrated_ideal,calibrated (ideal),L03,L,lower,valid,1,L03|lower|valid|1,0.64800767081,2.05189379895,2.35633941829,2.20829089288,7
calibrated_ideal,calibrated (ideal),L03,L,lower,valid,2,L03|lower|valid|2,0.803208553139,2.56049547342,2.87439533453,2.70358193913,7
calibrated_ideal,calibrated (ideal),L04,L,raise,invalid,0,L04|raise|invalid|0,-1.44725092939,-0.160130762065,0,0,7
calibrated_ideal,calibrated (ideal),L04,L,raise,invalid,1,L04|raise|invalid|1,-0.718572552708,-0.084274069632,0,0,7
calibrated_ideal,calibrated (ideal),L04,L,raise,invalid,2,L04|raise|invalid|2,-1.35268707622,0.0549802785298,0,0,7
calibrated_ideal,calibrated (ideal),L04,L,raise,valid,0,L04|raise|valid|0,0.821186074868,2.9181471498,2.92641126129,2.75482232615,7
calibrated_ideal,calibrated (ideal),L04,L,raise,valid,1,L04|raise|valid|1,1.06046174338,3.5512294358,3.45745395408,3.30452998791,7
calibrated_ideal,calibrated (ideal),L04,L,raise,valid,2,L04|raise|valid|2,0.57120326935,1.94567386869,2.06127612367,1.93441271869,7
calibrated_ideal,calibrated (ideal),L07,L,lower,invalid,0,L07|lower|invalid|0,-1.53511742615,0.055566566858,0,0,7
calibrated_ideal,calibrated (ideal),L07,L,lower,invalid,1,L07|lower|invalid|1,-0.0549244384311,0.0709478058347,0,0,7
calibrated_ideal,calibrated (ideal),L07,L,lower,invalid,2,L07|lower|invalid|2,-1.31415720098,-0.119004722556,0,0,7
